end_station_name,end_lat,end_lng,member_stops,percent_of_member_stops
Lakewood Ave & Addison St,41.94719999999994,-87.66085000000017,474,0.014405390168777078
LaSalle St & Calhoun Pl Corral,41.882880000000085,-87.63250999999988,469,0.014253434576279428
W Washington Blvd & N Peoria St,41.883042999999965,-87.64993099999994,465,0.01413187010228131
Maplewood Ave & Peterson Ave,41.99023602867004,-87.69336964020009,464,0.01410147898378178
Kilbourn Ave & Belden Ave,41.92236899999995,-87.7390240000001,460,0.01397991450978366
Dorchester Ave & 63rd St,41.78040564569997,-87.5914159893,455,0.013827958917286012
Lockwood Ave & Wrightwood Ave,41.927765999999984,-87.75854400000001,454,0.013797567798786483
63rd St Beach,41.780910964247944,-87.57632374763489,454,0.013797567798786483
Ridge Blvd & Howard St,42.01927599999999,-87.68452,453,0.013767176680286954
North Boundary Park,42.01303000000002,-87.70891,452,0.013736785561787423
California Ave & Lake St,41.88445395656995,-87.69629813679991,447,0.013584829969289775
Public Rack - Washtenaw Ave & Superior St,41.89473799999998,-87.69520399999998,446,0.013554438850790244
Prairie Ave & 43rd St,41.81665889301996,-87.61941246189993,438,0.013311309902794008
Addison/Sheffield SW Corral,41.94695390000003,-87.6544123000001,438,0.013311309902794008
Central Park Ave & Ardmore Ave,41.986608100000005,-87.71876740000003,434,0.013189745428795889
LaSalle St & Adams St Corral,41.87937993353255,-87.63207982317412,432,0.013128963191796829
Carpenter St & Lake St Public Rack,41.885586000000025,-87.65318929999992,428,0.013007398717798711
Valli Produce - Evanston Plaza,42.03974199999997,-87.69941300000008,426,0.012946616480799653
Wood St & Walnut St,41.885344281431195,-87.67168731317524,425,0.01291622536230012
Cottage Grove Ave & 43rd St,41.81649899999997,-87.60658200000003,413,0.012551531940305763
Franklin St & Randolph St,41.88439000000003,-87.63516999999987,412,0.012521140821806234
Parnell Ave & 31st St,41.83791100000002,-87.64027900000005,410,0.012460358584807176
Whipple/Irving Park,41.954189000000035,-87.70444800000006,408,0.012399576347808116
Kimball Ave & Wrightwood Ave,41.92836999999994,-87.71243999999983,407,0.012369185229308587
Wabansia & Milwaukee,41.91375400000004,-87.68266579999936,407,0.012369185229308587
Kedzie Ave & 21st St,41.85353363213003,-87.7050730318,403,0.01224762075531047
Stony Island Ave & 63rd St,41.78050600000003,-87.58685300000002,400,0.012156447399811879
Clark/Racine Corral,41.950436000000046,-87.65932119999991,394,0.011974100688814701
South Shore Dr & 67th St,41.77364300000005,-87.56751400000006,390,0.011852536214816582
Public Rack - Wells St & Scott St,41.90478242999985,-87.63458456000032,387,0.011761362859317994
University Ave & 65th St,41.77694,-87.59841999999998,385,0.011700580622318933
Kildare Ave & Montrose Ave,41.96108000000003,-87.73569000000009,381,0.011579016148320815
Oakley Ave & Touhy Ave,42.01234200000001,-87.68824299999996,378,0.011487842792822226
Milwaukee Ave & Cuyler Ave,41.954467999999956,-87.74959399999993,377,0.011457451674322695
MLK Jr Dr & 47th St,41.809851,-87.61627899999993,373,0.011335887200324577
Kilbourn Ave & Milwaukee Ave,41.948413662879645,-87.74002792418591,369,0.01121432272632646
Wallace St & 28th St,41.843511000000014,-87.64189999999995,365,0.01109275825232834
Damen Ave & Chicago Ave Public Rack,41.89580899999998,-87.6785189999999,362,0.01100158489682975
Cottage Grove Ave & 67th St,41.773720952050034,-87.60563485999991,356,0.010819238185832572
Karlov Ave & Lawrence Ave,41.96794700000004,-87.73040899999992,354,0.010758455948833514
Winthrop Ave & Bryn Mawr Ave,41.98383999999998,-87.65806,353,0.010728064830333983
Drake Ave & Armitage Ave,41.91748999999994,-87.71523999999981,351,0.010667282593334925
Jeffery Blvd & 71st St,41.76663823695,-87.57645011410006,349,0.010606500356335865
Pulaski Rd & 51st St,41.80043400000004,-87.7247496,348,0.010576109237836334
Public Rack - Rush St & Oak St,41.90069175999997,-87.62768427999985,348,0.010576109237836334
Kostner Ave & Wrightwood Ave,41.92795699999999,-87.73595200000001,347,0.010545718119336805
Western Blvd & 48th Pl,41.80566100000001,-87.68339199999994,344,0.010454544763838216
Hastings LWS,41.86351640000005,-87.67974849999996,343,0.010424153645338686
California Ave & Winona St,41.97471121900825,-87.69785512396699,343,0.010424153645338686
Public Rack - Jonathan Y Scammon Public School,41.94161200000002,-87.73237199999998,342,0.010393762526839156
Milwaukee Ave & Wolfram St,41.93301000000003,-87.71428000000004,340,0.010332980289840098
Public Rack - Racine Ave & Nelson St,41.93725999999997,-87.65898100000001,336,0.010211415815841979
Hoyne Ave & 47th St,41.80822700000003,-87.67718,327,0.009937895749346212
California Ave & 23rd Pl,41.849109691760034,-87.69513980680001,323,0.009816331275348093
Central Park & Augusta Blvd,41.898910799999996,-87.71649010000003,322,0.009785940156848564
Western Ave & Lake St,41.88478218181819,-87.68656722727266,321,0.009755549038349033
State St & 29th St,41.84171007370304,-87.62691273059032,321,0.009755549038349033
Rockwell St & Archer Ave,41.82272,-87.68981999999994,321,0.009755549038349033
Central Park Ave & Ogden Ave,41.85406350387445,-87.71511733531952,320,0.009725157919849502
Public Rack - Hyde Park Blvd & 55th St,41.79500000000001,-87.58411299999996,317,0.009633984564350915
Fairfield Ave & Pratt Blvd,42.00444819999999,-87.69859730000002,315,0.009573202327351855
Riley O'Neil Memorial Station at City Hall,41.88323510000008,-87.63211170000035,313,0.009512420090352795
Public Rack - Hamlin Ave & Montrose Ave,41.96121599999999,-87.722416,313,0.009512420090352795
Dearborn St & Adams St Corral,41.87939000000004,-87.62988000000009,310,0.009421246734854206
Milwaukee Ave & Agatite Ave,41.96149999999997,-87.75489000000006,307,0.009330073379355618
Rockwell/Irving Park Hub,41.954212000000034,-87.6931699999999,307,0.009330073379355618
Edgebrook Metra,41.99751,-87.76538999999995,307,0.009330073379355618
Bernard St & Peterson Ave,41.9904393,-87.715236,306,0.009299682260856087
Dodge Ave & Mulford St,42.023463000000014,-87.69959500000002,305,0.009269291142356558
Public Rack - Spaulding Ave & Evergreen Ave,41.90531699999998,-87.70952099999995,301,0.009147726668358438
Calumet Ave & 51st St,41.80229465087998,-87.61805358019993,299,0.00908694443135938
Central Park Blvd & 5th Ave,41.87567900000001,-87.71547000000002,298,0.009056553312859851
Public Rack - Kingsbury Ave & Blackhawk St,41.90822033000007,-87.65166628999992,298,0.009056553312859851
Public Rack - Woodlawn Ave & 63rd St N,41.78062099999996,-87.59603299999996,296,0.00899577107586079
LaSalle St & Washington St Corral,41.88288000000004,-87.63250999999987,296,0.00899577107586079
Western Ave & Ardmore Ave,41.98671451380041,-87.6898113715499,294,0.008934988838861731
Pine Grove Ave & Belmont Ave,41.94002,-87.64166000000007,293,0.008904597720362202
Addison/Wilton Corral,41.947382700000034,-87.65317160000002,291,0.008843815483363143
Kedzie Ave & 48th Pl,41.804758123768416,-87.7042193687937,291,0.008843815483363143
Cicero Ave & Wrightwood Ave,41.927905699999975,-87.7467295,288,0.008752642127864554
Damen Ave/Coulter St,41.84920000000005,-87.67564000000004,288,0.008752642127864554
Midway Orange Line,41.786919999999995,-87.7389199999999,285,0.008661468772365965
Ashland Ave & Pershing Rd,41.823464999999956,-87.66557700000001,283,0.008600686535366903
Public Rack - Washtenaw Ave & Devon Ave,41.99776399999999,-87.69722099999997,281,0.008539904298367845
Archer (Damen) Ave & 37th St,41.82671200000002,-87.68314400000003,277,0.008418339824369726
Fairfield Ave & Roosevelt Rd,41.866624,-87.69452099999994,275,0.008357557587370668
Kedzie Ave & Lake St,41.88460328501001,-87.70630374360002,275,0.008357557587370668
Addison/Sheffield SE Corral,41.947028099999955,-87.65425200000001,273,0.008296775350371608
Washtenaw Ave & Ogden Ave,41.86193049278258,-87.69345045089722,273,0.008296775350371608
Public Rack - Milwaukee Ave & Diversey Ave,41.93123,-87.71150099999991,271,0.008235993113372548
Milwaukee Ave & Diversey Ave,41.93265999999997,-87.71221999999999,270,0.008205601994873019
Public Rack - Drake Ave & Leland Ave,41.965985300000014,-87.71687600000001,270,0.008205601994873019
Kenosha Ave & Wellington Ave,41.93445699999998,-87.73379500000006,265,0.00805364640237537
North Branch St & Haines St,41.900560000000034,-87.65078999999986,264,0.00802325528387584
Vernon Ave & 75th St,41.758360999999994,-87.61413799999997,262,0.007962473046876781
Monticello Ave & Diversey Ave,41.93171999999991,-87.71846000000004,260,0.007901690809877722
Kostner Ave & Belmont Ave,41.93919099999999,-87.73711199999993,260,0.007901690809877722
Cottage Grove Ave & 49th St,41.80627299999999,-87.60664300000002,260,0.007901690809877722
Princeton Ave & 47th St,41.80931770924002,-87.63344928799995,258,0.007840908572878662
Kilpatrick Ave & Grand Ave,41.912731999999984,-87.74363600000001,257,0.007810517454379133
Melvina Ave & Giddings Ave,41.966480000000026,-87.78202000000005,253,0.007688952980381013
Elston Ave & Carmen Ave,41.97353999999998,-87.74955000000001,250,0.007597779624882425
Public Rack - Clark St & Diversey Pkwy (North 2),41.93333146999998,-87.64542122999974,250,0.007597779624882425
Public Rack - Milwaukee Ave & Haussen Ct,41.937752,-87.721623,249,0.007567388506382895
Rockwell St & Cermak Rd,41.851644000000015,-87.69062100000002,249,0.007567388506382895
South Shore Dr & 74th St,41.762188960379994,-87.55927465,249,0.007567388506382895
Public Rack - Kedzie Ave & Argyle St,41.972097000000005,-87.708572,249,0.007567388506382895
Springfield Ave & North Ave,41.910157999999996,-87.72383099999999,248,0.0075369973878833645
Clark/Eddy,41.94659999999982,-87.65610000000012,247,0.007506606269383835
Hyacinth Ave & Milwaukee Ave,41.992819999999995,-87.78377000000002,246,0.0074762151508843055
Keeler Ave & Carmen Ave,41.97432299999999,-87.73310000000002,244,0.007415432913885247
Kildare Ave & North Ave,41.90953919999998,-87.73385179999998,244,0.007415432913885247
Austin Blvd & Lake St,41.88794379427212,-87.77427345514297,244,0.007415432913885247
Conservatory Dr & Lake St,41.885502000000024,-87.71686600000002,241,0.007324259558386657
Lavergne Ave & Lawrence Ave,41.96775000000001,-87.75259000000004,240,0.007293868439887127
Virginia Ave & Catalpa Ave,41.981243876923074,-87.70491012307696,239,0.007263477321387598
Kilbourn Ave & Roscoe St,41.94272199999999,-87.73955700000002,239,0.007263477321387598
Milwaukee Ave & Highland Ave,41.996360000000024,-87.78673999999998,235,0.007141912847389478
Menard Ave & Lawrence Ave,41.967879999999994,-87.77273999999998,234,0.007111521728889949
Halsted St & 51st St,41.801831640490015,-87.64521390400003,232,0.00705073949189089
Public Rack - Monticello Ave & Belmont Ave,41.939472000000016,-87.71842299999999,232,0.00705073949189089
Cottage Grove Ave & 47th St,41.80985499999998,-87.60675499999991,232,0.00705073949189089
Stony Island Ave & 71st St,41.76649293729999,-87.58646087750002,231,0.00702034837339136
Jeffery Blvd & 67th St,41.77351755124998,-87.57714282550005,229,0.006959566136392301
Kilbourn Ave & Diversey Ave,41.931790000000014,-87.73934000000007,228,0.006929175017892771
Public Rack - Wells St & North Ave,41.91095637000005,-87.63461626000007,225,0.006838001662394183
Lexington St & California Ave,41.87199379999999,-87.69581079999995,222,0.006746828306895593
Public Rack - Jensen Park,41.964864000000006,-87.72077399999995,221,0.006716437188396063
Mason Ave & Montrose Ave,41.96056,-87.77588,221,0.006716437188396063
Sacramento Ave & Lunt Ave,42.008199999999995,-87.70460999999996,219,0.006655654951397004
Hoyne Ave & 34th St,41.8320245,-87.67783870000001,219,0.006655654951397004
Cicero Ave & Roscoe Ave,41.94242699999997,-87.74731500000003,216,0.006564481595898414
Public Rack - Dearborn St & Kinzie St 1,41.88907808000012,-87.62948506000012,216,0.006564481595898414
Linder Ave & Montrose Ave,41.96081000000001,-87.76488000000002,215,0.006534090477398885
Avers Ave & Foster Ave,41.97541,-87.72452000000006,206,0.006260570410903117
Cottage Grove Ave & 78th St,41.75317399999998,-87.60502600000001,205,0.006230179292403588
Lowell Ave & Armitage Ave,41.91707670000002,-87.73535429999998,204,0.006199788173904058
Sacramento Ave & Pratt Blvd,42.00404,-87.70472999999998,202,0.006139005936904999
Princeton Ave & Garfield Blvd,41.79498199999997,-87.63312399999997,200,0.006078223699905939
Public Rack - Webster Ave & Halsted St,41.92188867999997,-87.64847243000015,200,0.006078223699905939
Kedzie Ave & 57th St,41.789830000000016,-87.7031,198,0.0060174414629068805
LaSalle St & Washington St Corral N,41.882880000000064,-87.63250999999984,197,0.0059870503444073506
Wallace St & Pershing Rd,41.823507742049486,-87.6407911130742,196,0.005956659225907821
Public Rack - California Ave & Cortez St,41.90010500000001,-87.696817,196,0.005956659225907821
Kildare Ave & Division St,41.90239300000001,-87.73359799999999,195,0.005926268107408291
Indiana Ave & 40th St,41.82167997407765,-87.62159949546827,193,0.005865485870409231
Halsted St & 96th St,41.719712183618846,-87.6430195569992,192,0.005835094751909702
Farragut Ave & Central Ave,41.97666000000001,-87.76823,189,0.005743921396411113
Sacramento Blvd & Fulton Ave,41.886528000000006,-87.70167,185,0.005622356922412994
Public Rack - South Shore Dr & 71st St,41.766206,-87.56278900000001,185,0.005622356922412994
Pulaski Rd & Ann Lurie Pl,41.81644000000002,-87.72479999999997,184,0.005591965803913464
Public Rack - Christiana Ave & Belmont Ave,41.93917000000002,-87.71169000000006,184,0.005591965803913464
California Ave & Touhy Ave,42.0120368,-87.70043709999999,183,0.0055615746854139345
Western Ave & 43rd St,41.81574,-87.68489000000001,183,0.0055615746854139345
Ping Tom Park (East),41.85798859999997,-87.63194469999999,182,0.0055311835669144055
Public Rack - Justine St & 87th St,41.736019,-87.66243000000001,181,0.005500792448414875
Winthrop Ave & Sheridan Rd,41.998139999999964,-87.65884999999987,180,0.005470401329915346
Millard Ave & 26th St,41.844531124621646,-87.71592199802399,180,0.005470401329915346
Washington Blvd & Peoria St Public Rack,41.88304299999998,-87.64993099999995,179,0.005440010211415816
Archer & Wentworth,41.85468680000006,-87.63085309999994,179,0.005440010211415816
Public Rack - Emerald Ave & 43rd St,41.81642999999999,-87.64475399999999,178,0.005409619092916286
Narragansett Ave & Montrose Ave,41.95997800000001,-87.78692800000002,177,0.005379227974416757
SCOOTERS CLASSIC - 2132 W Hubbard ST,41.88996749470834,-87.6801560819149,177,0.005379227974416757
Public Rack - Clybourn Ave & Webster Ave,41.92155278999996,-87.66449674000005,177,0.005379227974416757
Sacramento Blvd & Franklin Blvd,41.89046879243863,-87.70260751247406,176,0.005348836855917227
Public Rack - Kingsbury Ave & Eastman St,41.90687904000003,-87.6508806000001,176,0.005348836855917227
State St & 54th St,41.79664200000001,-87.62592300000004,175,0.005318445737417697
Washtenaw Ave & Peterson Ave,41.990680729613736,-87.69706759656655,173,0.005257663500418638
Kostner Ave & Bryn Mawr Ave,41.98276499999999,-87.738094,172,0.005227272381919108
Portage Park,41.956070000000004,-87.76472,171,0.005196881263419578
Whipple St & Irving Park Rd,41.954220000000035,-87.70444000000003,169,0.005136099026420518
Kilpatrick Ave & Parker Ave,41.93073746969697,-87.7440775909091,169,0.005136099026420518
Lamon Ave & Belmont Ave,41.938992079999984,-87.74927725176468,169,0.005136099026420518
California Ave & 16th St,41.85926000000001,-87.69549999999991,168,0.005105707907920989
California Ave & 26th St,41.8436799145765,-87.69496858119965,168,0.005105707907920989
Richmond St & Lincoln Ave,41.98811739999999,-87.70317539999999,168,0.005105707907920989
Lavergne Ave & Fullerton Ave,41.924033999999985,-87.75119100000002,167,0.0050753167894214595
Public Rack - Hyde Park Blvd & 53rd St,41.799468,-87.584206,167,0.0050753167894214595
Lincolnwood Dr & Central St,42.06485400000003,-87.71529700000002,166,0.00504492567092193
Lockwood Ave & Grand Ave,41.917594099999995,-87.75841430000003,165,0.0050145345524224
Stony Island Ave & 75th St,41.75866967039999,-87.58688287099997,165,0.0050145345524224
Central Ave & Lake St,41.88766399999999,-87.76546899999995,162,0.004923361196923811
Public Rack - Spaulding Ave & North Ave,41.910138,-87.70955299999999,162,0.004923361196923811
Narragansett Ave & Wrightwood Ave,41.92729000000001,-87.78523000000001,160,0.004862578959924751
Stony Island Ave & 64th St,41.77888099999998,-87.58664700000004,157,0.004771405604426162
Mozart St & Jackson Blvd,41.877500000000026,-87.69739999999997,157,0.004771405604426162
Kenmore Ave & School St,41.94166000000004,-87.65560000000004,157,0.004771405604426162
Kedzie Ave & 60th St,41.78457999999999,-87.70318999999999,157,0.004771405604426162
St Louis Ave & Armitage Ave,41.917169999999984,-87.71357999999996,156,0.004741014485926633
Stony Island Ave & 67th St,41.773458499480014,-87.5853397391,155,0.004710623367427103
Central Ave & Altgeld St,41.925811899999985,-87.76636849999997,152,0.004619450011928514
Public Rack - Hamlin Ave & Fullerton Ave,41.92431899999999,-87.72144599999997,148,0.004497885537930395
Public Rack - Kedvale Ave & 63rd St W,41.778761,-87.72689199999999,148,0.004497885537930395
MLK Jr Dr & 83rd St,41.743116000000015,-87.61479999999999,145,0.004406712182431806
Public Rack - Wacker Dr & Adams St,41.87941640999998,-87.63719314999994,144,0.004376321063932277
Public Rack - Harold Washington Park,41.80108900000001,-87.58479100000001,143,0.004345929945432747
Addison Red Line,41.94719999999992,-87.65400000000011,142,0.004315538826933217
Public Rack - Rockwell & Division,41.902820000000006,-87.692397,142,0.004315538826933217
Central Ave & Parker Ave,41.930179007936516,-87.76612112433864,142,0.004315538826933217
Grace St & Cicero Ave,41.94973000000001,-87.74695000000003,140,0.004254756589934158
Public Rack - Western Ave & Devon Ave,41.997578999999995,-87.68971300000001,140,0.004254756589934158
Public Rack - Wells St & Lake St,41.88566760999997,-87.63375584999996,138,0.004193974352935098
Public Rack - Desplaines St & Fulton St,41.88689240000002,-87.64341688000002,138,0.004193974352935098
[Archived] Wilton Ave & Diversey Pkwy,41.932418000000006,-87.65270500000007,138,0.004193974352935098
Washtenaw Ave & Polk St,41.87111702352941,-87.69371626470583,136,0.0041331921159360385
Ashland Ave & McDowell Ave,41.809719,-87.66347700000004,136,0.0041331921159360385
Eberhart Ave & 61st St,41.784071072760995,-87.61448353528975,135,0.0041028009974365095
Public Rack - Kimball & Ardmore,41.98702400000001,-87.71396999999999,134,0.0040724098789369795
Public Rack - Wells St & Wacker Dr,41.88663266999997,-87.63405977999994,134,0.0040724098789369795
Long Ave & North Ave,41.9092147,-87.76091890000001,132,0.00401162764193792
Komensky Ave & 47th St,41.807689999999994,-87.72472,132,0.00401162764193792
Kedvale Ave & Peterson Ave,41.9900762,-87.73170730000001,131,0.003981236523438391
Public Rack - Pulaski Rd & 44th St,41.8129,-87.7225,130,0.003950845404938861
Public Rack - Southport Ave & Fullteron Ave,41.92509658000001,-87.66323499000005,129,0.003920454286439331
Merrimac Park,41.952610000000014,-87.78535000000002,128,0.0038900631679398014
Albany Ave & 26th St,41.84450700000001,-87.70165499999997,128,0.0038900631679398014
Damen Ave & Pershing Rd,41.823192,-87.676597,126,0.003829280930940742
Cottage Grove Ave & 83rd St,41.743441,-87.60483599999999,126,0.003829280930940742
Central Park Ave & Ohio St,41.89187546842104,-87.71641120789475,126,0.003829280930940742
Public Rack - Clark St & Diversey Pkwy (South),41.93256595999996,-87.64478090000009,126,0.003829280930940742
Kostner Ave & Devon Ave,41.997032000000004,-87.73837000000002,125,0.0037988898124412126
Union Ave & Root St,41.81910199999999,-87.64327799999997,124,0.0037684986939416822
Halsted St & 47th Pl,41.80813391481001,-87.6456165545,124,0.0037684986939416822
Public Rack - Clark St & Diversey Pkwy (North 1),41.93318982999999,-87.64529920000001,123,0.0037381075754421528
Long & Irving Park,41.953038,-87.76216319999997,122,0.0037077164569426233
Public Rack - Carpenter St & Madison St,41.88160620000003,-87.65351139999991,121,0.0036773253384430934
Long Ave & Diversey Ave,41.93104,-87.76123999999999,121,0.0036773253384430934
Higgins Ave & Austin Ave,41.973420000000004,-87.77865000000001,121,0.0036773253384430934
Public Rack - Lincoln Ave & Fullteron Ave (Northwest),41.925827409999954,-87.64943466000013,120,0.0036469342199435635
Public Rack - Michigan Ave & Wacker Dr (South),41.88813083000004,-87.6241723700002,119,0.0036165431014440344
Clark/Newport,41.944900000000196,-87.65460000000023,118,0.003586151982944504
Public Rack - Clybourn Ave & Dickens Ave,41.91908084,-87.66107184999996,117,0.0035557608644449746
Public Rack - Leamington & Elston,41.977894000000006,-87.756315,116,0.003525369745945445
Public Rack - Michigan Ave & Delaware Pl,41.899152529999895,-87.62377648999986,115,0.003494978627445915
Oak Park & Wellington,41.934585999999996,-87.79596130000003,115,0.003494978627445915
Public Rack - Wells St & Schiller St,41.907552730000035,-87.63451268999985,114,0.0034645875089463853
Marmora Ave & Irving Park Rd,41.953107199999984,-87.77473259999995,113,0.003434196390446856
Public Rack - Hoyne Ave & Walton St,41.898502,-87.67951999999995,113,0.003434196390446856
Public Rack - Trader Joe's Clybourn Ave,41.91467859000007,-87.65491579999988,112,0.003403805271947326
Nordica Ave & Medill Ave,41.92227000000002,-87.80202000000001,112,0.003403805271947326
Ashland Ave & 50th St,41.803023,-87.66469899999998,111,0.0033734141534477965
Public Rack - Sangamon St & Fulton St,41.88692786,-87.65110139999994,110,0.003343023034948267
Public Rack - Western Ave & 47th Pl,41.808038,-87.684709,110,0.003343023034948267
Wentworth Ave & 63rd St,41.78007963264,-87.62974630520003,110,0.003343023034948267
State St & 79th St,41.750794,-87.62442400000002,110,0.003343023034948267
Central Ave & Chicago Ave,41.89495474666666,-87.76491331999998,109,0.0033126319164487367
Central Park Ave & 24th St,41.8481,-87.715068,108,0.003282240797949207
Western Ave & 28th St,41.84151770807002,-87.6851314409,106,0.003221458560950148
Richmond St & 59th St,41.78649,-87.69733000000001,106,0.003221458560950148
Tripp Ave & 15th St,41.86077,-87.73136,106,0.003221458560950148
California & 16th St,41.85922800000002,-87.69556199999998,105,0.0031910674424506184
Vincennes Ave & 79th St,41.7506,-87.63408999999999,104,0.003160676323951089
Public Rack - Rush St & Ohio St,41.892592230000005,-87.62585969000001,103,0.0031302852054515586
Laramie Ave & Bloomingdale Ave,41.914320000000004,-87.75572000000001,102,0.003099894086952029
Damen Ave & Coulter St,41.85014923076921,-87.67513923076928,102,0.003099894086952029
Harlem Ave & Irving Park Rd,41.95326,-87.80713999999995,102,0.003099894086952029
Oglesby Ave & 100th St,41.713397484422444,-87.56584167480469,101,0.0030695029684524996
Waveland/Wilton Corral,41.94890310000002,-87.65314099999996,100,0.0030391118499529697
Public Rack - Foster Ave & Drake Ave,41.97556299999999,-87.71735200000002,100,0.0030391118499529697
Phillips Ave & 79th St,41.75181999999999,-87.56521100000002,100,0.0030391118499529697
Public Rack - Orleans St & Grand Ave,41.89164251000007,-87.63679676999989,99,0.0030087207314534402
Central Park Ave & Augusta Blvd,41.89894000000002,-87.71648999999995,98,0.0029783296129539103
Lavergne Ave & Diversey Ave,41.93128000000001,-87.75141000000002,97,0.002947938494454381
California Ave & Madison St,41.880979999999994,-87.69597999999999,97,0.002947938494454381
Wood St & 33rd St,41.83426999999999,-87.67059999999996,96,0.002917547375954851
Public Rack - Nashotah & Northwest Hwy,41.98814099999999,-87.791447,96,0.002917547375954851
Franklin St & Monroe St Corral,41.88056000000003,-87.63524,96,0.002917547375954851
Public Rack - Hollywood Park,41.98929,-87.71182,96,0.002917547375954851
Public Rack - Racine Ave & Armitage Ave,41.91814969000003,-87.65830299000002,95,0.002887156257455321
Chicago State University,41.71896342165454,-87.60829567909241,95,0.002887156257455321
Commercial Ave & 83rd St,41.744615,-87.55120800000002,94,0.0028567651389557916
Austin Ave & Milwaukee Ave,41.98736000000001,-87.77804999999998,94,0.0028567651389557916
Kedzie Ave & Jackson Blvd,41.877161,-87.706134,94,0.0028567651389557916
Glenwood Ave & Devon Ave,41.99791000000004,-87.6654500000003,93,0.0028263740204562617
Austin Blvd & Madison St,41.88028099999998,-87.774453,93,0.0028263740204562617
Rainbow Beach,41.75787096522548,-87.54917675279039,93,0.0028263740204562617
Laramie Ave & Irving Park Rd,41.9533354,-87.75838440000005,93,0.0028263740204562617
Central Ave & Madison St,41.88012100000001,-87.763238,93,0.0028263740204562617
Seeley Ave & Garfield Blvd,41.794087000000005,-87.67547800000001,93,0.0028263740204562617
Harding Ave & 26th St,41.844218,-87.72334700000002,92,0.002795982901956732
Lynch Ave & Elston Ave,41.98096000000001,-87.76148999999998,92,0.002795982901956732
Public Rack - Keating & Peterson,41.990159,-87.74718299999999,91,0.0027655917834572027
MLK Jr Dr & 56th St,41.793429456580014,-87.61585326190001,91,0.0027655917834572027
Public Rack - Mango & Higgins,41.97172200000001,-87.77228800000005,90,0.002735200664957673
Hastings St Depot LWS,41.863516399999995,-87.67974849999999,90,0.002735200664957673
Public Rack - Morgan St & Madison St,41.881789839999946,-87.65178052999998,89,0.002704809546458143
Public Rack - Dearborn St & Superior St,41.895719850000056,-87.62953575000007,89,0.002704809546458143
Exchange Ave & 79th St,41.75211500633266,-87.55200700025293,89,0.002704809546458143
Public Rack - Rush St & Ontario St,41.89310918999997,-87.62535276000006,89,0.002704809546458143
Pine Ave & Division St,41.901900000000005,-87.76388999999999,89,0.002704809546458143
State St & 45th St,41.81313,-87.62584999999999,88,0.0026744184279586134
Public Rack - Keystone Ave & Irving Park Rd,41.953449,-87.72963499999999,88,0.0026744184279586134
Hastings St Depot Public Rack,41.86351639999999,-87.67974850000002,87,0.0026440273094590835
Kedzie Ave & Harrison St,41.87359967461999,-87.70487074930001,86,0.002613636190959554
Larrabee St & Chicago Ave,41.896769999999954,-87.63860000000012,85,0.0025832450724600246
Public Rack - Dearborn St & Kinzie St 2,41.889311599999964,-87.62938823999993,85,0.0025832450724600246
Meade Ave & Fullerton Ave,41.92475099999999,-87.77827199999999,85,0.0025832450724600246
Public Rack - Halsted St & Fullerton Ave,41.92554512000002,-87.64781046999998,85,0.0025832450724600246
Komensky Ave & 31st St,41.83670468965518,-87.7256405862069,85,0.0025832450724600246
Wabash Ave & 87th St,41.73655301831962,-87.62264415621758,85,0.0025832450724600246
Public Rack - Campbell Ave & Pratt Blvd,42.005069999999996,-87.692643,84,0.0025528539539604947
Public Rack - Prairie Ave & 47th St ,41.80949700000001,-87.61899700000001,84,0.0025528539539604947
Shields Ave & 43rd St,41.81620767856,-87.6348193497,82,0.0024920717169614353
Vincennes Ave & 95th St,41.72126,-87.65004999999998,81,0.0024616805984619054
Kedzie Ave & 24th St,41.848193,-87.70541199999997,80,0.0024312894799623755
Waveland/Racine,41.94909999999991,-87.65929999999986,80,0.0024312894799623755
Harlem Ave & Bloomingdale Ave,41.91203,-87.80576999999997,78,0.0023705072429633166
Public Rack - Orleans St & Ontario St,41.89306681,-87.63873783000004,77,0.0023401161244637867
Grace St & Central Ave,41.949532700000006,-87.76726479999998,77,0.0023401161244637867
State St & 95th St,41.72184990000002,-87.62285440000004,77,0.0023401161244637867
Public Rack - Ashland Orange Line CTA,41.83922899000001,-87.66564109999997,77,0.0023401161244637867
Big Marsh Park,41.6858770556233,-87.57382392883301,76,0.002309725005964257
Fairfield Ave & 44th St,41.81361700000001,-87.6932272,76,0.002309725005964257
Kedzie Ave & 54th Pl,41.79391633023256,-87.70345877674417,76,0.002309725005964257
Kedzie Ave & Archer Ave,41.814470000000014,-87.70410999999996,75,0.0022793338874647273
California Ave & 71st St,41.76474800000001,-87.69312099999998,75,0.0022793338874647273
Vernon Ave & 79th St,41.75094,-87.61378999999997,74,0.0022489427689651974
Central & Elston,41.985500000000016,-87.76820000000001,74,0.0022489427689651974
Ewing Ave & 106th St,41.70266,-87.53564000000004,74,0.0022489427689651974
Albany Ave & 16th St,41.85934289308175,-87.70302,74,0.0022489427689651974
Yates Blvd & 75th St,41.75876800000001,-87.56644,74,0.0022489427689651974
California Ave & 41st St,41.81867000000001,-87.69441000000005,73,0.002218551650465668
Laramie Ave & Madison St,41.880207000000006,-87.755337,73,0.002218551650465668
Public Rack - Dearborn St & Jackson Ave,41.87802961999999,-87.62940127999995,73,0.002218551650465668
